IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
X2QYF2JCV38B,75,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,21/11/2019/,21/11/2019/,M,,UMIROVLJENIK,OSTALO,,60015,HR,TUČEPI,21320,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
LCCE8U1Y51IC,69,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,4/5/2005/,4/5/2005/,F,,UMIROVLJENIK,OSTALO,,60015,HR,MAKARSKA,21300,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,5.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
3JI9VK791FJZ,70,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,246,18/4/2006/,18/4/2006/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,1.0,,N,N,DA
IRMXFRI0R3UT,62,RIBNICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,8/11/2024/,8/11/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,RIBNICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
CT5RYRT0M97B,78,POLAČA,23420,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,17/12/2015/,17/12/2015/,F,,ZAPOSLEN,OSOBA S POSEBNIM OVLAŠTENJIMA,,60015,HR,POLAČA,23420,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
NRMXIRA43ZCN,53,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,212,17/12/2015/,17/12/2015/,F,,OSTALO,OSTALO,,60023,RS,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,B,,,,,,,,,,,N,Y,NE
LJYX4C6FDO1U,65,POLICE,49290,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,17/12/2015/,17/12/2015/,F,,OSTALO,OSTALO,,60015,HR,POLICE,49290,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,,,,,,,,N,,NE
B09NOQA5I8VY,63,VELIKI GRĐEVAC,43270,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,7/1/2016/,7/1/2016/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,VELIKI GRĐEVAC,43270,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,Državno/Lokalno poduzeće,,,,,,,N,,NE
JT4V26HYD3P3,68,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,26/1/2016/,26/1/2016/,M,,UMIROVLJENIK,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
4ZG0X95YSVK7,40,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,26/1/2016/,26/1/2016/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
IL9M77M5D2T7,47,BELIŠĆE,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,241,26/1/2016/,26/1/2016/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,BELIŠĆE,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,VLASTITI STAN/KUĆA,<3,,4.0,,N,Y,NE
JNDRSQXF0QNM,92,SVETI FILIP I JAKOV,23200,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SVETI FILIP I JAKOV,23200,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ZF4B4G52EDI9,63,PETRINJA,44250,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,257,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PETRINJA,44250,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
E33R6IANNUSQ,47,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,3/11/2006/,3/11/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VARAŽDIN,42000,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
Z2ESM8UI1DXC,48,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,12/3/2022/,12/3/2022/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
NR7SGBHYQHJY,49,GORNJI BRGAT,20200,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,12/5/2022/,12/5/2022/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,GORNJI BRGAT,20200,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - SREDNJE,,,,,,N,,NE
873NKGCZII3Q,44,ESSLINGEN AM NECKAR,99990,,NJEMAČKA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,239,6/6/2022/,6/6/2022/,M,,ZAPOSLEN,ZAPOSLENIK,,60023,HR,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,N,,,,,PRIVATNO PODUZEĆE - SREDNJE,,,,,,N,,NE
OZKGRFM1VBJN,45,ESSLINGEN AM NECKAR,99990,,NJEMAČKA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,239,6/6/2022/,6/6/2022/,M,,ZAPOSLEN,ZAPOSLENIK,,60023,HR,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,N,,,,,OSTALO,,,,,,N,,NE
TRMDBBO8AIG6,70,KOSTRENA,51220,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,6/6/2022/,6/6/2022/,M,,UMIROVLJENIK,ZAPOSLENIK,,60015,HR,KOSTRENA,51220,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
O6HKW13CRR87,50,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,253,5/4/2022/,5/4/2022/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - SREDNJE,,,,,,N,,NE
R30LS2L2ZP1W,39,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,20/10/2009/,20/10/2009/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
R17S1KXD620N,85,KUNOVEC,48310,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,22/2/2000/,22/2/2000/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KUNOVEC,48310,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HPEM2RULUMZ4,48,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,214,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
DAB98I3F8PCX,55,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
M0QYU8U8SE8V,44,OTOČAC,53220,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,201,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,OTOČAC,53220,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
UGOTB004CI29,64,VUKOVAR,32010,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,23/9/2009/,23/9/2009/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VUKOVAR,32010,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
20TESDK3Q4KX,61,KOTORIBA,40320,MEĐIMURSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,251,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,KOTORIBA,40320,MEĐIMURSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
0PTN07Z7RZ3K,81,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
I3KK8F7P1KCM,61,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
LFCIJSSU5IGC,47,MOKOŠICA,20230,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,203,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,MOKOŠICA,20230,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
70C3I5TL4EZ0,70,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
SRSSOXKM465J,51,SRINJINE,21290,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SRINJINE,21290,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ZS2XHKWQ4WOQ,52,JALŽABET,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,JALŽABET,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
K1A6YCNE74B7,62,VRBOVEC,10340,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VRBOVEC,10340,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
QDHAOMV7TE1Z,61,ZAGREB-SUSEDGRAD,10090,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-SUSEDGRAD,10090,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PQB9AORDT3ZN,45,SISAK,44000,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,257,27/6/2001/,27/6/2001/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SISAK,44000,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
970CAHRP5J75,76,SVETI KRIŽ ZAČRETJE,49220,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SVETI KRIŽ ZAČRETJE,49220,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6SXYBPQARMG9,81,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
0ER08AVZKIMY,62,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,NAŠICE,31500,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
3NXZY85WJ97M,75,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
DHNKPFW9LSCJ,80,ROVINJ,52210,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ROVINJ,52210,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
RMPQ2U4AGVXA,66,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,VELIKA GORICA,10410,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
YV6AVOVEWFLX,51,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,220,20/4/2011/,20/4/2011/,M,,OSTALO,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PR95AZHVAMP0,53,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,20/4/2011/,20/4/2011/,F,,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
397Z45WCDUVL,48,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,20/4/2011/,20/4/2011/,F,,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
3ROI7XGGDZWC,34,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000031 - FO - SLOBODNE PROFESIJE,216,20/4/2011/,20/4/2011/,F,,OSTALO,ZAPOSLENIK,,60031,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,N,,,,,,,,,,,N,,NE
TM5QHNB14EA0,80,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,220,20/4/2011/,20/4/2011/,F,,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
TSQ99GITJXOI,27,ADAMOVEC,10360,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,209,23/7/2020/,23/7/2020/,M,,ZAPOSLEN,OSOBA S POSEBNIM OVLAŠTENJIMA,SSS,60015,HR,ADAMOVEC,10360,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,>7,5-10,"DRŽAVNI SLUŽBENIK, ZAPOSLENICI U JAVNIM USTANOVAMA","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,3-5,KUĆA,1.0,,N,N,DA
XYBNLLDWVDPM,48,KNIN,22300,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,255,13/8/2020/,13/8/2020/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,KNIN,22300,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,<1,>10,OSTALI ZAPOSLENICI,d.d. privatno,PRIVATNO PODUZEĆE - VELIKO,PODSTANAR,<3,,4.0,2.0,N,Y,DA
T7DI85LXJERH,37,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,234,16/9/2020/,16/9/2020/,M,,ZAPOSLEN,ZAPOSLENIK,VŠS,60015,HR,ZAGREB-DUBRAVA,10040,GRAD ZAGREB,HRVATSKA,10.0,HPB,N,Y,<1,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,>5,STAN,4.0,2.0,N,Y,DA
EZ9WWKUQKHE3,31,BRODARICA,22230,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,15/12/2012/,15/12/2012/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,BRODARICA,22230,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,,,,,,N,N,DA
9OY0RZMNZ4SI,35,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,18/9/2020/,18/9/2020/,F,,ZAPOSLEN,ZAPOSLENIK,MAG/DR,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,1-3,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - MALO,VLASTITI STAN/KUĆA,<3,STAN,3.0,1.0,N,Y,NE
M4Q2CGZBYLKI,30,KNIN,22300,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,255,24/11/2020/,24/11/2020/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,KNIN,22300,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,,,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,,4.0,2.0,N,Y,DA
68NGU3Q2WCJ0,29,RUMIN,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,232,10/3/2021/,10/3/2021/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,RUMIN,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,1.0,HPB,N,Y,3-7,1-5,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,KOD RODITELJA,>5,ZEMLJIŠTE,3.0,,N,N,DA
58KJJKZ040Z9,37,SESVETE,10360,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,1/8/2018/,1/8/2018/,M,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,SESVETE,10360,GRAD ZAGREB,HRVATSKA,10.0,HPB,N,Y,>7,5-10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,>5,KUĆA,4.0,2.0,N,Y,DA
0U2J3YMFWLHM,57,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,28/3/2000/,28/3/2000/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,PODSTANAR,>5,,,,N,N,DA
3DPVGBIRDBMV,80,PODGORA,21320,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,29/10/2011/,12/2/2013/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,PODGORA,21320,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
0ZC2MKS62QZY,51,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,9/4/2025/,9/4/2025/,M,,ZAPOSLEN,OSOBA S POSEBNIM OVLAŠTENJIMA,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
2DISX0M8LAFZ,41,KAŠTEL SUĆURAC,21210,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,268,15/10/2007/,15/10/2007/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,3-7,>10,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - MALO,PODSTANAR,3-5,,2.0,,N,N,DA
VISHCM40TFLQ,77,BOBOVAC,44210,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,257,13/1/2017/,13/1/2017/,F,,UMIROVLJENIK,OSTALO,NSS,60015,HR,SISAK-CAPRAG,44010,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,1.0,,N,N,DA
JELZBHK5Q7OE,34,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,15/9/2021/,15/9/2021/,F,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,11.0,HPB,N,Y,1-3,1-5,OSTALI ZAPOSLENICI,d.o.o. privatno,PRIVATNO PODUZEĆE - SREDNJE,KOD RODITELJA,>5,,4.0,,N,N,DA
